well_tag_number,drilling_method_code,date_added
1118,OTHER,2021-12-13
1119,EXCAVATING,2021-12-13
1120,OTHER,2021-12-13
1121,EXCAVATING,2021-12-13
1122,OTHER,2021-12-13
1123,EXCAVATING,2021-12-13
1124,OTHER,2021-12-13
1125,OTHER,2021-12-13
1126,OTHER,2021-12-13
1127,OTHER,2021-12-13
1128,OTHER,2021-12-13
1129,OTHER,2021-12-13
1130,OTHER,2021-12-13
1131,OTHER,2021-12-13
1132,OTHER,2021-12-13
1133,OTHER,2021-12-13
1134,OTHER,2021-12-13
1135,OTHER,2021-12-13
1136,OTHER,2021-12-13
1138,OTHER,2021-12-13
1139,OTHER,2021-12-13
1140,OTHER,2021-12-13
1141,OTHER,2021-12-13
1142,OTHER,2021-12-13
1143,OTHER,2021-12-13
1144,OTHER,2021-12-13
1145,OTHER,2021-12-13
1146,OTHER,2021-12-13
1147,OTHER,2021-12-13
1148,OTHER,2021-12-13
1149,OTHER,2021-12-13
1150,OTHER,2021-12-13
1151,OTHER,2021-12-13
1152,OTHER,2021-12-13
1153,OTHER,2021-12-13
1154,OTHER,2021-12-13
1155,OTHER,2021-12-13
1156,OTHER,2021-12-13
1157,OTHER,2021-12-13
1158,OTHER,2021-12-13
1159,OTHER,2021-12-13
1160,OTHER,2021-12-13
1161,OTHER,2021-12-13
1162,OTHER,2021-12-13
1163,OTHER,2021-12-13
1164,OTHER,2021-12-13
1165,OTHER,2021-12-13
1166,EXCAVATING,2021-12-13
1167,OTHER,2021-12-13
1168,OTHER,2021-12-13
1169,OTHER,2021-12-13
1170,OTHER,2021-12-13
1171,OTHER,2021-12-13
1172,OTHER,2021-12-13
1173,OTHER,2021-12-13
1174,OTHER,2021-12-13
1175,OTHER,2021-12-13
1176,OTHER,2021-12-13
1177,OTHER,2021-12-13
1178,OTHER,2021-12-13
1179,OTHER,2021-12-13
1180,OTHER,2021-12-13
1181,OTHER,2021-12-13
1182,EXCAVATING,2021-12-13
1183,OTHER,2021-12-13
1184,OTHER,2021-12-13
1185,OTHER,2021-12-13
1186,OTHER,2021-12-13
1187,OTHER,2021-12-13
1188,OTHER,2021-12-13
1189,OTHER,2021-12-13
1190,OTHER,2021-12-13
1191,OTHER,2021-12-13
1192,EXCAVATING,2021-12-13
1193,OTHER,2021-12-13
1194,OTHER,2021-12-13
1195,OTHER,2021-12-13
1196,OTHER,2021-12-13
1197,OTHER,2021-12-13
1198,OTHER,2021-12-13
1199,OTHER,2021-12-13
1200,OTHER,2021-12-13
1201,EXCAVATING,2021-12-13
1202,OTHER,2021-12-13
1203,OTHER,2021-12-13
1204,OTHER,2021-12-13
1205,OTHER,2021-12-13
1206,OTHER,2021-12-13
1207,OTHER,2021-12-13
1208,OTHER,2021-12-13
1209,OTHER,2021-12-13
1210,OTHER,2021-12-13
1211,OTHER,2021-12-13
1212,EXCAVATING,2021-12-13
1213,OTHER,2021-12-13
1214,OTHER,2021-12-13
1215,OTHER,2021-12-13
1216,OTHER,2021-12-13
1217,OTHER,2021-12-13
1218,OTHER,2021-12-13
1219,OTHER,2021-12-13
1220,OTHER,2021-12-13
1221,OTHER,2021-12-13
1222,OTHER,2021-12-13
1223,EXCAVATING,2021-12-13
1224,EXCAVATING,2021-12-13
1225,OTHER,2021-12-13
1226,OTHER,2021-12-13
1227,OTHER,2021-12-13
1228,OTHER,2021-12-13
1229,OTHER,2021-12-13
1230,OTHER,2021-12-13
1231,OTHER,2021-12-13
1232,OTHER,2021-12-13
1233,OTHER,2021-12-13
1234,OTHER,2021-12-13
1235,OTHER,2021-12-13
1236,OTHER,2021-12-13
1237,OTHER,2021-12-13
1238,OTHER,2021-12-13
1239,OTHER,2021-12-13
1240,OTHER,2021-12-13
1241,EXCAVATING,2021-12-13
1243,EXCAVATING,2021-12-13
1244,OTHER,2021-12-13
1245,EXCAVATING,2021-12-13
1246,EXCAVATING,2021-12-13
1247,OTHER,2021-12-13
1248,EXCAVATING,2021-12-13
1249,EXCAVATING,2021-12-13
1250,EXCAVATING,2021-12-13
1251,EXCAVATING,2021-12-13
1252,OTHER,2021-12-13
1253,OTHER,2021-12-13
1254,OTHER,2021-12-13
1255,OTHER,2021-12-13
1256,OTHER,2021-12-13
1257,EXCAVATING,2021-12-13
1258,OTHER,2021-12-13
1259,EXCAVATING,2021-12-13
1260,EXCAVATING,2021-12-13
1261,EXCAVATING,2021-12-13
1262,EXCAVATING,2021-12-13
1263,EXCAVATING,2021-12-13
1264,EXCAVATING,2021-12-13
1268,OTHER,2021-12-13
1269,OTHER,2021-12-13
1270,OTHER,2021-12-13
1271,OTHER,2021-12-13
1273,EXCAVATING,2021-12-13
1274,EXCAVATING,2021-12-13
1275,EXCAVATING,2021-12-13
1276,EXCAVATING,2021-12-13
1277,OTHER,2021-12-13
1278,OTHER,2021-12-13
1279,EXCAVATING,2021-12-13
1280,EXCAVATING,2021-12-13
1281,EXCAVATING,2021-12-13
1282,EXCAVATING,2021-12-13
1283,OTHER,2021-12-13
1284,EXCAVATING,2021-12-13
1285,EXCAVATING,2021-12-13
1287,EXCAVATING,2021-12-13
1288,OTHER,2021-12-13
1289,EXCAVATING,2021-12-13
1290,OTHER,2021-12-13
1291,EXCAVATING,2021-12-13
1292,EXCAVATING,2021-12-13
1293,EXCAVATING,2021-12-13
1294,OTHER,2021-12-13
1296,OTHER,2021-12-13
1298,OTHER,2021-12-13
1299,EXCAVATING,2021-12-13
1301,OTHER,2021-12-13
1302,OTHER,2021-12-13
1303,OTHER,2021-12-13
1306,EXCAVATING,2021-12-13
1308,OTHER,2021-12-13
1309,OTHER,2021-12-13
1310,OTHER,2021-12-13
1311,OTHER,2021-12-13
1312,OTHER,2021-12-13
1313,OTHER,2021-12-13
1314,EXCAVATING,2021-12-13
1315,EXCAVATING,2021-12-13
1316,OTHER,2021-12-13
1317,OTHER,2021-12-13
1319,OTHER,2021-12-13
1320,OTHER,2021-12-13
1321,OTHER,2021-12-13
1322,EXCAVATING,2021-12-13
1323,EXCAVATING,2021-12-13
1324,OTHER,2021-12-13
1325,OTHER,2021-12-13
1326,OTHER,2021-12-13
1327,OTHER,2021-12-13
1328,OTHER,2021-12-13
1329,EXCAVATING,2021-12-13
1330,EXCAVATING,2021-12-13
1331,OTHER,2021-12-13
1332,OTHER,2021-12-13
1333,OTHER,2021-12-13
1334,EXCAVATING,2021-12-13
1335,EXCAVATING,2021-12-13
1336,EXCAVATING,2021-12-13
1337,OTHER,2021-12-13
1338,EXCAVATING,2021-12-13
1339,OTHER,2021-12-13
1340,OTHER,2021-12-13
1341,OTHER,2021-12-13
1342,OTHER,2021-12-13
1343,OTHER,2021-12-13
1344,OTHER,2021-12-13
1345,EXCAVATING,2021-12-13
1347,EXCAVATING,2021-12-13
1348,EXCAVATING,2021-12-13
1349,EXCAVATING,2021-12-13
1350,EXCAVATING,2021-12-13
1351,EXCAVATING,2021-12-13
1353,EXCAVATING,2021-12-13
1354,EXCAVATING,2021-12-13
1355,EXCAVATING,2021-12-13
1356,EXCAVATING,2021-12-13
1357,EXCAVATING,2021-12-13
1358,EXCAVATING,2021-12-13
1359,EXCAVATING,2021-12-13
1362,EXCAVATING,2021-12-13
1363,EXCAVATING,2021-12-13
1364,EXCAVATING,2021-12-13
1366,OTHER,2021-12-13
1367,EXCAVATING,2021-12-13
1368,EXCAVATING,2021-12-13
1369,EXCAVATING,2021-12-13
1371,OTHER,2021-12-13
1372,EXCAVATING,2021-12-13
1373,EXCAVATING,2021-12-13
1374,OTHER,2021-12-13
1375,EXCAVATING,2021-12-13
1376,EXCAVATING,2021-12-13
1377,OTHER,2021-12-13
1378,OTHER,2021-12-13
1379,OTHER,2021-12-13
1380,OTHER,2021-12-13
1381,EXCAVATING,2021-12-13
1383,EXCAVATING,2021-12-13
1384,EXCAVATING,2021-12-13
1385,EXCAVATING,2021-12-13
1386,EXCAVATING,2021-12-13
1387,EXCAVATING,2021-12-13
1388,EXCAVATING,2021-12-13
1389,EXCAVATING,2021-12-13
1390,EXCAVATING,2021-12-13
1391,EXCAVATING,2021-12-13
1392,EXCAVATING,2021-12-13
1393,EXCAVATING,2021-12-13
1394,EXCAVATING,2021-12-13
1395,EXCAVATING,2021-12-13
1396,EXCAVATING,2021-12-13
1397,EXCAVATING,2021-12-13
1398,EXCAVATING,2021-12-13
1399,OTHER,2021-12-13
1401,OTHER,2021-12-13
1402,EXCAVATING,2021-12-13
1403,EXCAVATING,2021-12-13
1404,EXCAVATING,2021-12-13
1405,OTHER,2021-12-13
1406,EXCAVATING,2021-12-13
1407,OTHER,2021-12-13
1408,OTHER,2021-12-13
1409,OTHER,2021-12-13
1410,EXCAVATING,2021-12-13
1411,EXCAVATING,2021-12-13
1412,OTHER,2021-12-13
1413,EXCAVATING,2021-12-13
1415,OTHER,2021-12-13
1416,EXCAVATING,2021-12-13
1417,EXCAVATING,2021-12-13
1418,EXCAVATING,2021-12-13
1419,EXCAVATING,2021-12-13
1420,EXCAVATING,2021-12-13
1421,EXCAVATING,2021-12-13
1422,EXCAVATING,2021-12-13
1423,EXCAVATING,2021-12-13
1424,EXCAVATING,2021-12-13
1425,OTHER,2021-12-13
1426,EXCAVATING,2021-12-13
1427,EXCAVATING,2021-12-13
1428,OTHER,2021-12-13
1430,OTHER,2021-12-13
1431,OTHER,2021-12-13
1432,OTHER,2021-12-13
1433,EXCAVATING,2021-12-13
1434,EXCAVATING,2021-12-13
1435,OTHER,2021-12-13
1436,OTHER,2021-12-13
1437,OTHER,2021-12-13
1438,OTHER,2021-12-13
1439,OTHER,2021-12-13
1440,EXCAVATING,2021-12-13
1442,EXCAVATING,2021-12-13
1443,EXCAVATING,2021-12-13
1444,OTHER,2021-12-13
1445,OTHER,2021-12-13
1446,OTHER,2021-12-13
1447,OTHER,2021-12-13
1449,OTHER,2021-12-13
1450,OTHER,2021-12-13
1451,OTHER,2021-12-13
1453,OTHER,2021-12-13
1454,OTHER,2021-12-13
1456,EXCAVATING,2021-12-13
1457,OTHER,2021-12-13
1459,OTHER,2021-12-13
1461,EXCAVATING,2021-12-13
1462,EXCAVATING,2021-12-13
1463,EXCAVATING,2021-12-13
1464,OTHER,2021-12-13
1465,EXCAVATING,2021-12-13
1467,EXCAVATING,2021-12-13
1468,EXCAVATING,2021-12-13
1469,EXCAVATING,2021-12-13
1470,EXCAVATING,2021-12-13
1471,OTHER,2021-12-13
1472,OTHER,2021-12-13
1473,OTHER,2021-12-13
1474,EXCAVATING,2021-12-13
1475,OTHER,2021-12-13
1476,EXCAVATING,2021-12-13
1477,OTHER,2021-12-13
1478,OTHER,2021-12-13
1479,OTHER,2021-12-13
1480,EXCAVATING,2021-12-13
1481,OTHER,2021-12-13
1482,EXCAVATING,2021-12-13
1483,EXCAVATING,2021-12-13
1484,OTHER,2021-12-13
1485,EXCAVATING,2021-12-13
1488,OTHER,2021-12-13
1489,OTHER,2021-12-13
1490,OTHER,2021-12-13
1491,OTHER,2021-12-13
1493,OTHER,2021-12-13
1494,OTHER,2021-12-13
1495,OTHER,2021-12-13
1496,EXCAVATING,2021-12-13
1497,OTHER,2021-12-13
1498,OTHER,2021-12-13
1499,OTHER,2021-12-13
1500,EXCAVATING,2021-12-13
1501,EXCAVATING,2021-12-13
1503,EXCAVATING,2021-12-13
1504,OTHER,2021-12-13
1506,EXCAVATING,2021-12-13
1507,EXCAVATING,2021-12-13
1508,EXCAVATING,2021-12-13
1509,EXCAVATING,2021-12-13
1511,EXCAVATING,2021-12-13
1512,EXCAVATING,2021-12-13
1513,OTHER,2021-12-13
1514,OTHER,2021-12-13
1515,EXCAVATING,2021-12-13
1516,EXCAVATING,2021-12-13
1517,EXCAVATING,2021-12-13
1518,EXCAVATING,2021-12-13
1519,EXCAVATING,2021-12-13
1520,EXCAVATING,2021-12-13
1521,EXCAVATING,2021-12-13
1522,EXCAVATING,2021-12-13
1523,OTHER,2021-12-13
1524,EXCAVATING,2021-12-13
1527,EXCAVATING,2021-12-13
1528,EXCAVATING,2021-12-13
1529,OTHER,2021-12-13
1530,EXCAVATING,2021-12-13
1531,EXCAVATING,2021-12-13
1532,OTHER,2021-12-13
1533,OTHER,2021-12-13
1535,EXCAVATING,2021-12-13
1536,OTHER,2021-12-13
1537,OTHER,2021-12-13
1539,EXCAVATING,2021-12-13
1540,EXCAVATING,2021-12-13
1541,OTHER,2021-12-13
1543,OTHER,2021-12-13
1544,EXCAVATING,2021-12-13
1545,OTHER,2021-12-13
1546,EXCAVATING,2021-12-13
1547,EXCAVATING,2021-12-13
1548,OTHER,2021-12-13
1549,EXCAVATING,2021-12-13
1550,EXCAVATING,2021-12-13
1551,EXCAVATING,2021-12-13
1552,OTHER,2021-12-13
1553,EXCAVATING,2021-12-13
1554,OTHER,2021-12-13
1555,EXCAVATING,2021-12-13
1556,EXCAVATING,2021-12-13
1557,EXCAVATING,2021-12-13
1558,EXCAVATING,2021-12-13
1559,EXCAVATING,2021-12-13
1560,EXCAVATING,2021-12-13
1561,EXCAVATING,2021-12-13
1562,EXCAVATING,2021-12-13
1563,EXCAVATING,2021-12-13
1564,EXCAVATING,2021-12-13
1565,OTHER,2021-12-13
1566,EXCAVATING,2021-12-13
1568,EXCAVATING,2021-12-13
1569,EXCAVATING,2021-12-13
1570,EXCAVATING,2021-12-13
1571,EXCAVATING,2021-12-13
1572,OTHER,2021-12-13
1573,OTHER,2021-12-13
1574,OTHER,2021-12-13
1575,EXCAVATING,2021-12-13
1576,OTHER,2021-12-13
1577,EXCAVATING,2021-12-13
1578,EXCAVATING,2021-12-13
1579,EXCAVATING,2021-12-13
1580,OTHER,2021-12-13
1581,EXCAVATING,2021-12-13
1582,EXCAVATING,2021-12-13
1583,OTHER,2021-12-13
1584,OTHER,2021-12-13
1585,OTHER,2021-12-13
1586,EXCAVATING,2021-12-13
1587,EXCAVATING,2021-12-13
1588,EXCAVATING,2021-12-13
1589,OTHER,2021-12-13
1590,EXCAVATING,2021-12-13
1591,EXCAVATING,2021-12-13
1592,EXCAVATING,2021-12-13
1593,EXCAVATING,2021-12-13
1594,OTHER,2021-12-13
1595,EXCAVATING,2021-12-13
1596,EXCAVATING,2021-12-13
1597,EXCAVATING,2021-12-13
1598,EXCAVATING,2021-12-13
1599,EXCAVATING,2021-12-13
1600,EXCAVATING,2021-12-13
1601,EXCAVATING,2021-12-13
1602,EXCAVATING,2021-12-13
1603,OTHER,2021-12-13
1604,EXCAVATING,2021-12-13
1605,EXCAVATING,2021-12-13
1606,EXCAVATING,2021-12-13
1607,EXCAVATING,2021-12-13
1608,EXCAVATING,2021-12-13
1609,EXCAVATING,2021-12-13
1610,OTHER,2021-12-13
1611,EXCAVATING,2021-12-13
1612,OTHER,2021-12-13
1613,EXCAVATING,2021-12-13
1614,OTHER,2021-12-13
1615,OTHER,2021-12-13
1616,EXCAVATING,2021-12-13
1617,EXCAVATING,2021-12-13
1618,EXCAVATING,2021-12-13
1619,EXCAVATING,2021-12-13
1620,EXCAVATING,2021-12-13
1621,OTHER,2021-12-13
1623,OTHER,2021-12-13
1624,EXCAVATING,2021-12-13
1625,EXCAVATING,2021-12-13
1626,EXCAVATING,2021-12-13
1627,EXCAVATING,2021-12-13
1628,EXCAVATING,2021-12-13
1629,OTHER,2021-12-13
1631,OTHER,2021-12-13
1632,OTHER,2021-12-13
1633,OTHER,2021-12-13
1634,EXCAVATING,2021-12-13
1635,OTHER,2021-12-13
1636,OTHER,2021-12-13
1638,OTHER,2021-12-13
1639,OTHER,2021-12-13
1640,EXCAVATING,2021-12-13
1641,EXCAVATING,2021-12-13
1642,OTHER,2021-12-13
1643,OTHER,2021-12-13
1644,OTHER,2021-12-13
1645,OTHER,2021-12-13
1646,OTHER,2021-12-13
1647,OTHER,2021-12-13
1648,OTHER,2021-12-13
1649,OTHER,2021-12-13
1650,OTHER,2021-12-13
1651,OTHER,2021-12-13
1652,OTHER,2021-12-13
1653,EXCAVATING,2021-12-13
1654,EXCAVATING,2021-12-13
1655,EXCAVATING,2021-12-13
1656,EXCAVATING,2021-12-13
1657,EXCAVATING,2021-12-13
1659,OTHER,2021-12-13
1660,EXCAVATING,2021-12-13
1661,OTHER,2021-12-13
1662,OTHER,2021-12-13
1663,OTHER,2021-12-13
1664,OTHER,2021-12-13
1665,OTHER,2021-12-13
1666,OTHER,2021-12-13
1667,OTHER,2021-12-13
1668,OTHER,2021-12-13
1669,OTHER,2021-12-13
1670,EXCAVATING,2021-12-13
1671,EXCAVATING,2021-12-13
1672,OTHER,2021-12-13
1673,OTHER,2021-12-13
1674,EXCAVATING,2021-12-13
1675,EXCAVATING,2021-12-13
1676,EXCAVATING,2021-12-13
1677,OTHER,2021-12-13
1678,EXCAVATING,2021-12-13
1679,EXCAVATING,2021-12-13
1680,EXCAVATING,2021-12-13
1681,EXCAVATING,2021-12-13
1682,EXCAVATING,2021-12-13
1683,OTHER,2021-12-13
1684,OTHER,2021-12-13
1685,OTHER,2021-12-13
1686,EXCAVATING,2021-12-13
1687,EXCAVATING,2021-12-13
1688,EXCAVATING,2021-12-13
1689,EXCAVATING,2021-12-13
1690,EXCAVATING,2021-12-13
1692,OTHER,2021-12-13
1693,OTHER,2021-12-13
1694,EXCAVATING,2021-12-13
1695,OTHER,2021-12-13
1696,OTHER,2021-12-13
1697,OTHER,2021-12-13
1698,OTHER,2021-12-13
1699,EXCAVATING,2021-12-13
1700,EXCAVATING,2021-12-13
1701,EXCAVATING,2021-12-13
1703,EXCAVATING,2021-12-13
1704,EXCAVATING,2021-12-13
1705,OTHER,2021-12-13
1706,OTHER,2021-12-13
1707,OTHER,2021-12-13
1708,OTHER,2021-12-13
1709,OTHER,2021-12-13
1710,OTHER,2021-12-13
1711,OTHER,2021-12-13
1712,OTHER,2021-12-13
1713,OTHER,2021-12-13
1714,EXCAVATING,2021-12-13
1715,EXCAVATING,2021-12-13
1716,EXCAVATING,2021-12-13
1717,EXCAVATING,2021-12-13
1718,EXCAVATING,2021-12-13
1719,OTHER,2021-12-13
1720,OTHER,2021-12-13
1721,OTHER,2021-12-13
1722,OTHER,2021-12-13
1723,OTHER,2021-12-13
1724,OTHER,2021-12-13
1725,OTHER,2021-12-13
1726,OTHER,2021-12-13
1727,EXCAVATING,2021-12-13
1729,EXCAVATING,2021-12-13
1730,EXCAVATING,2021-12-13
1731,EXCAVATING,2021-12-13
1732,EXCAVATING,2021-12-13
1733,OTHER,2021-12-13
1734,OTHER,2021-12-13
1735,OTHER,2021-12-13
1736,OTHER,2021-12-13
1737,EXCAVATING,2021-12-13
1738,EXCAVATING,2021-12-13
1739,OTHER,2021-12-13
1740,EXCAVATING,2021-12-13
1741,EXCAVATING,2021-12-13
1742,EXCAVATING,2021-12-13
1743,EXCAVATING,2021-12-13
1744,EXCAVATING,2021-12-13
1746,EXCAVATING,2021-12-13
1747,EXCAVATING,2021-12-13
1748,OTHER,2021-12-13
1749,OTHER,2021-12-13
1750,EXCAVATING,2021-12-13
1751,EXCAVATING,2021-12-13
1752,EXCAVATING,2021-12-13
1753,OTHER,2021-12-13
1754,OTHER,2021-12-13
1755,OTHER,2021-12-13
1756,EXCAVATING,2021-12-13
1757,OTHER,2021-12-13
1758,EXCAVATING,2021-12-13
1759,EXCAVATING,2021-12-13
1761,EXCAVATING,2021-12-13
1762,OTHER,2021-12-13
1763,OTHER,2021-12-13
1764,EXCAVATING,2021-12-13
1765,OTHER,2021-12-13
1766,OTHER,2021-12-13
1767,OTHER,2021-12-13
1768,OTHER,2021-12-13
1769,EXCAVATING,2021-12-13
1770,OTHER,2021-12-13
1771,EXCAVATING,2021-12-13
1772,OTHER,2021-12-13
1773,OTHER,2021-12-13
1774,OTHER,2021-12-13
1775,EXCAVATING,2021-12-13
1777,EXCAVATING,2021-12-13
1778,OTHER,2021-12-13
1779,EXCAVATING,2021-12-13
1780,EXCAVATING,2021-12-13
1781,EXCAVATING,2021-12-13
1782,EXCAVATING,2021-12-13
1783,EXCAVATING,2021-12-13
1784,EXCAVATING,2021-12-13
1785,EXCAVATING,2021-12-13
1786,EXCAVATING,2021-12-13
1787,EXCAVATING,2021-12-13
1789,OTHER,2021-12-13
1790,EXCAVATING,2021-12-13
1791,EXCAVATING,2021-12-13
1792,EXCAVATING,2021-12-13
1793,OTHER,2021-12-13
1794,EXCAVATING,2021-12-13
1795,OTHER,2021-12-13
1796,EXCAVATING,2021-12-13
1797,EXCAVATING,2021-12-13
1798,EXCAVATING,2021-12-13
1799,OTHER,2021-12-13
1800,EXCAVATING,2021-12-13
1801,EXCAVATING,2021-12-13
1802,OTHER,2021-12-13
1803,OTHER,2021-12-13
1804,OTHER,2021-12-13
1805,OTHER,2021-12-13
1806,OTHER,2021-12-13
1807,OTHER,2021-12-13
1808,OTHER,2021-12-13
1809,EXCAVATING,2021-12-13
1810,EXCAVATING,2021-12-13
1811,EXCAVATING,2021-12-13
1813,EXCAVATING,2021-12-13
1814,EXCAVATING,2021-12-13
1815,EXCAVATING,2021-12-13
1816,EXCAVATING,2021-12-13
1817,OTHER,2021-12-13
1818,EXCAVATING,2021-12-13
1819,EXCAVATING,2021-12-13
1820,OTHER,2021-12-13
1821,EXCAVATING,2021-12-13
1822,EXCAVATING,2021-12-13
1823,EXCAVATING,2021-12-13
1824,OTHER,2021-12-13
1825,EXCAVATING,2021-12-13
1826,EXCAVATING,2021-12-13
1827,EXCAVATING,2021-12-13
1828,EXCAVATING,2021-12-13
1829,OTHER,2021-12-13
1830,OTHER,2021-12-13
1831,EXCAVATING,2021-12-13
1832,EXCAVATING,2021-12-13
1834,EXCAVATING,2021-12-13
1835,EXCAVATING,2021-12-13
1836,EXCAVATING,2021-12-13
1837,OTHER,2021-12-13
1838,OTHER,2021-12-13
1839,OTHER,2021-12-13
1841,OTHER,2021-12-13
1842,OTHER,2021-12-13
1843,EXCAVATING,2021-12-13
1844,OTHER,2021-12-13
1845,OTHER,2021-12-13
1846,EXCAVATING,2021-12-13
1847,OTHER,2021-12-13
1848,EXCAVATING,2021-12-13
1849,EXCAVATING,2021-12-13
1850,EXCAVATING,2021-12-13
1851,OTHER,2021-12-13
1853,EXCAVATING,2021-12-13
1854,EXCAVATING,2021-12-13
1855,EXCAVATING,2021-12-13
1856,OTHER,2021-12-13
1857,EXCAVATING,2021-12-13
1858,EXCAVATING,2021-12-13
1859,EXCAVATING,2021-12-13
1860,EXCAVATING,2021-12-13
1861,EXCAVATING,2021-12-13
1862,EXCAVATING,2021-12-13
1863,OTHER,2021-12-13
1866,EXCAVATING,2021-12-13
1867,EXCAVATING,2021-12-13
1868,EXCAVATING,2021-12-13
1869,OTHER,2021-12-13
1870,OTHER,2021-12-13
1871,OTHER,2021-12-13
1872,OTHER,2021-12-13
1873,OTHER,2021-12-13
1874,EXCAVATING,2021-12-13
1875,EXCAVATING,2021-12-13
1876,OTHER,2021-12-13
1877,EXCAVATING,2021-12-13
1878,EXCAVATING,2021-12-13
1879,EXCAVATING,2021-12-13
1880,EXCAVATING,2021-12-13
1881,EXCAVATING,2021-12-13
1882,EXCAVATING,2021-12-13
1883,OTHER,2021-12-13
1884,EXCAVATING,2021-12-13
1885,EXCAVATING,2021-12-13
1886,EXCAVATING,2021-12-13
1887,EXCAVATING,2021-12-13
1888,EXCAVATING,2021-12-13
1889,EXCAVATING,2021-12-13
1890,EXCAVATING,2021-12-13
1891,EXCAVATING,2021-12-13
1892,OTHER,2021-12-13
1893,EXCAVATING,2021-12-13
1894,EXCAVATING,2021-12-13
1895,EXCAVATING,2021-12-13
1896,EXCAVATING,2021-12-13
1897,OTHER,2021-12-13
1898,EXCAVATING,2021-12-13
1899,OTHER,2021-12-13
1900,OTHER,2021-12-13
1901,OTHER,2021-12-13
1902,OTHER,2021-12-13
1903,EXCAVATING,2021-12-13
1904,EXCAVATING,2021-12-13
1905,EXCAVATING,2021-12-13
1906,OTHER,2021-12-13
1907,OTHER,2021-12-13
1908,OTHER,2021-12-13
1909,EXCAVATING,2021-12-13
1910,EXCAVATING,2021-12-13
1911,EXCAVATING,2021-12-13
1912,OTHER,2021-12-13
1913,EXCAVATING,2021-12-13
1914,EXCAVATING,2021-12-13
1915,OTHER,2021-12-13
1916,OTHER,2021-12-13
1917,OTHER,2021-12-13
1918,EXCAVATING,2021-12-13
1919,OTHER,2021-12-13
1920,OTHER,2021-12-13
1921,OTHER,2021-12-13
1922,OTHER,2021-12-13
1923,OTHER,2021-12-13
1924,OTHER,2021-12-13
1925,EXCAVATING,2021-12-13
1926,EXCAVATING,2021-12-13
1927,EXCAVATING,2021-12-13
1929,EXCAVATING,2021-12-13
1930,EXCAVATING,2021-12-13
1931,EXCAVATING,2021-12-13
1932,EXCAVATING,2021-12-13
1933,EXCAVATING,2021-12-13
1934,OTHER,2021-12-13
1935,EXCAVATING,2021-12-13
1936,EXCAVATING,2021-12-13
1937,OTHER,2021-12-13
1938,EXCAVATING,2021-12-13
1939,EXCAVATING,2021-12-13
1941,EXCAVATING,2021-12-13
1942,OTHER,2021-12-13
1943,OTHER,2021-12-13
1944,EXCAVATING,2021-12-13
1945,EXCAVATING,2021-12-13
1946,EXCAVATING,2021-12-13
1947,EXCAVATING,2021-12-13
1948,EXCAVATING,2021-12-13
1949,EXCAVATING,2021-12-13
1950,EXCAVATING,2021-12-13
1951,EXCAVATING,2021-12-13
1952,OTHER,2021-12-13
1953,OTHER,2021-12-13
1954,OTHER,2021-12-13
1955,OTHER,2021-12-13
1956,OTHER,2021-12-13
1958,EXCAVATING,2021-12-13
1960,EXCAVATING,2021-12-13
1961,OTHER,2021-12-13
1962,EXCAVATING,2021-12-13
1963,EXCAVATING,2021-12-13
1964,EXCAVATING,2021-12-13
1966,EXCAVATING,2021-12-13
1967,EXCAVATING,2021-12-13
1968,EXCAVATING,2021-12-13
1969,OTHER,2021-12-13
1970,OTHER,2021-12-13
1972,EXCAVATING,2021-12-13
1973,OTHER,2021-12-13
1974,EXCAVATING,2021-12-13
1975,EXCAVATING,2021-12-13
1976,EXCAVATING,2021-12-13
1977,OTHER,2021-12-13
1978,OTHER,2021-12-13
1980,EXCAVATING,2021-12-13
1982,EXCAVATING,2021-12-13
1983,EXCAVATING,2021-12-13
1984,EXCAVATING,2021-12-13
1986,EXCAVATING,2021-12-13
1987,OTHER,2021-12-13
1988,EXCAVATING,2021-12-13
1989,OTHER,2021-12-13
1990,EXCAVATING,2021-12-13
1991,EXCAVATING,2021-12-13
1992,EXCAVATING,2021-12-13
1993,EXCAVATING,2021-12-13
1994,OTHER,2021-12-13
1995,EXCAVATING,2021-12-13
1996,EXCAVATING,2021-12-13
1997,EXCAVATING,2021-12-13
1998,EXCAVATING,2021-12-13
1999,EXCAVATING,2021-12-13
2001,EXCAVATING,2021-12-13
2002,EXCAVATING,2021-12-13
2003,EXCAVATING,2021-12-13
2004,OTHER,2021-12-13
2006,OTHER,2021-12-13
2007,EXCAVATING,2021-12-13
2009,EXCAVATING,2021-12-13
2010,OTHER,2021-12-13
2011,OTHER,2021-12-13
2012,OTHER,2021-12-13
2013,EXCAVATING,2021-12-13
2014,EXCAVATING,2021-12-13
2015,EXCAVATING,2021-12-13
2016,EXCAVATING,2021-12-13
2017,EXCAVATING,2021-12-13
2018,EXCAVATING,2021-12-13
2019,EXCAVATING,2021-12-13
2020,EXCAVATING,2021-12-13
2021,OTHER,2021-12-13
2022,EXCAVATING,2021-12-13
2023,EXCAVATING,2021-12-13
2024,OTHER,2021-12-13
2025,EXCAVATING,2021-12-13
2026,EXCAVATING,2021-12-13
2027,EXCAVATING,2021-12-13
2028,EXCAVATING,2021-12-13
2029,OTHER,2021-12-13
2030,EXCAVATING,2021-12-13
2031,EXCAVATING,2021-12-13
2032,EXCAVATING,2021-12-13
2033,EXCAVATING,2021-12-13
2034,OTHER,2021-12-13
